price,title,location
"₦ 600,000,000",24 Rooms Hotel Of 2 Storey Building,Akoka Lagos Bariga Lagos
"₦ 60,000,000",Bareland Measuring 750sqmt Fenced With Gate,Oworonshoki Scheme Bariga Lagos
"₦ 40,000,000",Demolishable Bungalow,Bariga Lagos
"₦ 85,000,000",2 Storey Building,Bariga Lagos
"₦ 96,000,000",Block Of Flats,Shomolu By Bakulaye Road Bariga Lagos
"₦ 35,000,000",Demolishable Bungalow,Off Ilaje Road Bariga Lagos
"₦ 1,000,000,000",5 Bedroom Fully Detached Duplex With A Bq,"Guzape, Abuja"
"₦ 700,000,000",Newly Built 5 Bedroom Fully Detached Duplex With Bq,"Guzape, Abuja"
"₦ 270,000,000",Tastefully Finished 4 Bedroom Terrace Duplex,"Guzape Main, Guzape, Abuja"
"₦ 250,000,000",Newly Built 4 Bedroom Terrace Duplex,"Guzape By Nnpc, Guzape, Abuja"
"₦ 550,000,000","8 Bedroom Duplex With Basement, Carcass Level","Guzape By Coza, Guzape, Abuja"
"₦ 4,000,000,000",Tastefully Finished 5 Units Of 5 Bedroom Duplex,"Guzape By Coza, Guzape, Abuja"
"₦ 450,000,000",5 Bedroom Terraced Duplex,"Guzape, Abuja"
"₦ 4,500,000,000",9 Bedroom Mansion,"Diplomatic Zone, Guzape, Abuja"
"₦ 650,000,000",2950sqm Land,"Main Close To Fairview School, Guzape, Abuja"
"₦ 850,000,000",Brand New 6 Bedroom Mansion With 3 Room Bq,"Diplomatic Zone, Guzape, Abuja"
"₦ 800,000,000",Luxurious 5 Bedroom Fully Furnished Detached Duplex Bq,"Close To Pacesetters School, Guzape, Abuja"
"₦ 1,800,000,000",Standard 7 Bedroom Fully Detached Mansion +2bq,"Close To Pacesetters School, Guzape, Abuja"
"₦ 6,000,000,000",9 Bedroom Mansion With Penthouse/2bq,"Close To Nnpc, Guzape, Abuja"
"₦ 12,000,000/year",Luxurious 6 Units Of 3 Bedroom Flats,Off Amino Kano Crescent Wuse 2 Abuja
"₦ 2,000,000,000",2100sqm Land,Close To Glo Office Wuse 2 Abuja
"₦ 500,000,000",Luxurious 4 Bedroom Terrace Duplex With Bq,Wuse 2 Abuja
"₦ 2,000,000,000",6 Bedroom Detached Duplex,Wuse2 Wuse 2 Abuja
"₦ 900,000,000",6 Units Of 3 Bedroom Block Of Flats,Wuse2 Wuse 2 Abuja
"₦ 2,000,000,000",New 5 Bedroom Detached Duplex,Wuse 2 Abuja
"₦ 2,000,000,000",5 Bedroom Fully Detached House,Wuse 2 Abuja
"₦ 3,000,000,000",3100 Sqm Commercial Land,Wuse 2 Abuja
"₦ 600,000,000",5 Bedrooms Fully Detached Duplex With Bq,Main Wuse 2 Abuja
"₦ 550,000,000",5 Bedroom Terraced Duplex,Wuse 2 Abuja
"₦ 450,000,000",4 Bedroom Detached Duplex,Wuse 2 Abuja
"₦ 450,000,000",6 Units Of 4 Bedroom Terraced Duplex,Wuse 2 Abuja
"₦ 3,500,000,000",Hotel,Wuse 2 Abuja
"₦ 350,000,000",4 Bedroom Terraced Duplex With Bq,Wuse 2 Abuja
"₦ 900,000,000",6 Units Of 3 Bedroom Apartments,Wuse 2 Abuja
"₦ 500,000,000",4 Bedroom Terrace Duplex,Wuse 2 Abuja
"₦ 650,000,000",4 Bedroom Terrace Duplex,Wuse 2 Abuja
"₦ 315,000,000",4 Bedroom Terraced Duplex With Bq,Wuse 1 Abuja
"₦ 1,000,000,000",Land,Wuse 1 Abuja
"₦ 1,600,000,000",Land,Wuse Zone 5 District Wuse 1 Abuja
"₦ 150,000,000",3 Bedroom Flat With B/q,Wuse Zone 7 Wuse 1 Abuja
"₦ 220,000,000",A Brand New 4 Bedroom Semi Detached Duplex (carcass),Wuse District Wuse 1 Abuja
"₦ 500,000,000",Luxurious 6 Bedrooms Semi Detached Duplex With Bq,Zone 7 Wuse 1 Abuja
"₦ 4,500,000,000",7 Bedroom Detached Villa,Maitama Abuja
"₦ 3,500,000,000",Plaza,Zone 5 Wuse 1 Abuja
"₦ 400,000,000",Luxurious 4 Bedroom With Bq,Zones Wuse 1 Abuja
"₦ 450,000,000",4 Bedroom Detached Duplex,Wuse Zone 7 Wuse 1 Abuja
"₦ 90,000,000",2 Bedroom Apartment,Wuse 1 Abuja
"₦ 360,000,000",4 Bedroom Terraced Duplex With Bq,Zone 4 Wuse 1 Abuja
"₦ 320,000,000",4 Bedroom Terraced Duplex,Wuse 1 Abuja
"₦ 250,000,000",Land,Wuse Zone 6 Wuse 1 Abuja
"₦ 85,000,000",2 Bedroom Apartment,Wuse 1 Abuja
"₦ 430,000,000",New 4 Bedroom Detached Duplex With Cinema And Bq,Wuse 1 Abuja
"₦ 60,000,000",2 Bedroom Apartment,Zone 3 Wuse 1 Abuja
"₦ 2,000,000,000",23 Bedroom Hotel / Guest House,Gaduwa Abuja
"₦ 70,000,000",Newly Built 3 Bedroom Flat,Gaduwa Abuja
"₦ 110,000,000",3 Bedroom Duplex With A Bq,Gaduwa Abuja
"₦ 85,000,000",Fully Furnished 2 Bedroom Flat,On A Tarred Road And Close To Garki Gaduwa Abuja
"₦ 130,000,000",New 4 Bedroom Terraced Duplex With Fitted Kitchen,Gaduwa Abuja
"₦ 230,000,000",Luxurious 4bedroom Fully Detached Duplex Bq,Close To Ncdc Gaduwa Abuja
"₦ 125,000,000",5 Bedroom Detached Duplex With 2 Units Of Self Contain,Ncdc Gaduwa Abuja
"₦ 90,000,000",Spacious 4 Bedroom Terrace Duplex With Bq,Opp Gaduwa Estate Gaduwa Abuja
"₦ 72,000,000",4 Bedroom Terrace Duplex With Bq,Close To Ncdc Gaduwa Abuja
"₦ 250,000,000",Luxurious 4 Bedroom Fully Detached Duplex + Bq,Close To Ncdc Gaduwa Abuja
"₦ 230,000,000",Luxurious 4 Bedroom Fully Detached Duplex + 2 Bqs,Main Gaduwa Abuja
"₦ 100,000,000",3 Bedroom Flat With 1 Bq,Ncdc Tarred Road Gaduwa Abuja
"₦ 270,000,000",Luxurious 5bedroom Detached Duplex With 2bq,Close To Ncdc Gaduwa Abuja
"₦ 185,000,000",5 Bedroom Terrace Penthouse,Gaduwa Abuja
"₦ 115,000,000",4 Bedroom Terrace Duplex,Gaduwa Abuja
"₦ 165,000,000",4 Bedroom Terrace Duplex,Gaduwa Gaduwa Abuja
"₦ 120,000,000",4 Bedroom Terraced Duplex With Bq,Gaduwa Abuja
"₦ 700,000,000",6 Units Of 2 Bedroom Apartment,Gaduwa Abuja
"₦ 120,000,000",3 Bedroom Terraced Duplex With Bq Advanced Carcass,Gaduwa Abuja
"₦ 170,000,000",1200sqm Land,Gaduwa Gaduwa Abuja
"₦ 250,000,000",Newly Built 4 Bedroom Terrace Duplex,Durumi Abuja
"₦ 250,000,000",4 Bedroom Semi Detached Duplex With Bq,American International School Durumi Abuja
"₦ 200,000,000",4 Bedroom Terraced Duplex With Bq,American International School Durumi Abuja
"₦ 60,000,000",1 Bedroom Apartment,American International School Durumi Abuja
"₦ 180,000,000",4 Bedroom Terraced Duplex With Bq,American International School Durumi Abuja
"₦ 140,000,000",Newly Built 4 Bedroom Terrace Duplex With Bq,Durumi/cornerpeiece Unit Durumi Abuja
"₦ 210,000,000",4 Bedroom Terrace Duplex,Durumi Durumi Abuja
"₦ 750,000,000",5 Units Of 4 Bedroom Terraces Duplex With 1 Room Bq,By American International School Durumi Abuja
"₦ 230,000,000",Newly Built 5 Bedroom Terrace Duplex With Bq,On A Tarred Road Durumi Abuja
"₦ 150,000,000",3 Bedroom Apartment With A Bq,Durumi Abuja
"₦ 200,000,000",5 Bedroom Terraced Duplex With A Room Bq,Durumi Abuja
"₦ 2,700,000,000",7 Units Of 4 Bedroom Terraced Duplex With Bq,Durumi Abuja
"₦ 130,000,000",Luxurious Exquisitely 4bedrooms Terrace Duplex With Bq,Close To American International School Durumi Durumi Abuja
"₦ 150,000,000",Luxurious 5 Bedroom Semi Detached Duplex With Bq,American International School Durumi Abuja
"₦ 125,000,000",Spacious 4 Bedroom Terrace Duplex With Bq,American International School Durumi Abuja
"₦ 290,000,000",6 Units Of 2 Bedroom Block Of Flats Carcass,American International School Durumi Durumi Abuja
"₦ 400,000,000",Commercial Property,Around American International School Durumi Abuja
"₦ 190,000,000",4 Bedroom Fully Detached Duplex With Bq,American International School Durumi Abuja
"₦ 95,000,000",Estate Land,Durumi Abuja
"₦ 120,000,000",4 Bedroom Terrace Duplex With Bq,Durumi Abuja
"₦ 1,200,000",250sqm To Build 2 Bedroom Semi Detatched Bungalow,Karshi Opposite Navy Estate Phase2 Kurudu Abuja
"₦ 3,000,000",250 Sqm Of Land,"Smart City, Kurudu Abuja"
"₦ 4,500,000",450sqm To Build 4 Bedroom Duplex,Opposite Post Army Housing Estate Phase 5 Kurudu Abuja
"₦ 3,500,000",350sqm To Build 3 Bedroom Detached Bungalow,Opposite Post Army Housing Estate Phase 5 Kurudu Abuja
"₦ 7,000,000",450 Sqm Of Land,Smart City Kurudu Abuja
"₦ 2,500,000",250sqm To Build 3 Bedroom Terraced Duplex,Opposite Post Army Housing Estate Phase 5 Kurudu Abuja
"₦ 2,500,000",500sqm To Build 4bedroom Detached Duplex,"Opposite Navy Estate Phase 2, Pianko Karshi Kurudu Abuja"
"₦ 2,000,000",350sqm To Build 2bedroom Fully Detached Bungalow,Opposite Navy Estate Phase2 Pianko Karshi Kurudu Abuja
"₦ 2,500,000",500sqm To Build 4bedroom Fully Detached Bungalow,Opposite Navy Phase2 Pianko Karshi Kurudu
"₦ 15,000,000,000",Brand New Estate,Kurudu Abuja
"₦ 5,950,656",400 Sqm Land,"Kurudu Commercial/ Matrix Bay/ Abuja Municipal Area Council, Fct. Kurudu Abuja"
"₦ 250,000,000",Brand New 5 Bedroom Semi Detached Duplex,Galadinmawa Axis Kurudu Abuja
"₦ 8,000,000",1000 Sqm Residential Land,Kurudu Abuja
"₦ 14,400/sqm",Land,Kurudu Abuja
"₦ 5,950,656",Land,Matrix Bay Kurudu Abuja
"₦ 3,500,000",100 By 100 Land,Kurudu Abuja
"₦ 2,500,000",80 X 100m Land,Kurudu Abuja
"₦ 15,000,000",2 Bedroom Semi Detached Bungalow,Kurudu Abuja
"₦ 14,400/sqm",Matrixbay,Kurudu Abuja
"₦ 130,000,000",Mini Estate Of 8 Units,Karu Site Nyanya Abuja
"₦ 60,000,000",2 Bedroom Fully Detached Bungalow With 1 Bq,Gbagalape Opposite Government Primary School Nyanya Abuja
"₦ 65,000,000",3 Bedroom Apartment,"Duboyi, Abuja"
"₦ 50,000,000",2 Bedroom Apartment Carcass,"Duboyi, Abuja"
"₦ 180,000,000",5 Bedroom Duplex,"Duboyi, Abuja"
"₦ 180,000,000",Luxurious 5 Bedroom Terrace Duplex Bq + Swimming Pool,"After Sunnyvale Junction, Duboyi, Abuja"
"₦ 38,000,000",10units 500sqm Of Land,"Usuma Hills District, Katampe Extension Behind Paradise Valley Zeberced, Duboyi, Abuja"
"₦ 56,000,000",3 Bedroom Terraced Duplex,Garden Estate Kabusa Abuja
"₦ 56,000,000",3 Bedroom Fully Detached Duplex,Kabusa Abuja
"₦ 270,000,000",4 Bedroom Duplex,Kabusa Abuja
"₦ 150,000,000",Uncompleted 5 Bedroom Fully Detached Duplex,Kabusa Abuja
"₦ 90,000,000",Terrace 3 Bedroom Duplex,"Kabusa Garden Estate, Kabusa Abuja"
"₦ 85,000,000",3 Bedroom Terrace Duplex For Sale In Kabusa,Garden Estate Kabusa Abuja
"₦ 2,500,000,000",Hectares Of Land,Kyami District Airport Road Karimu Abuja
"₦ 1,500,000",Plots Of Land,Moniya Along Iseyin Road Akinyele Oyo
"₦ 3,000,000",Land,Alabata Community/moteleola City/ Akinyele Lga Akinyele Oyo
"₦ 3,500,000",Dry And Affordable Land,Akinyele Akinyele Oyo
"₦ 20,000,000",20 Plots Of Land,"Wasimi Ewekoro Expressway, Around Owu College Of Education Abese Ewekoro Ogun"
"₦ 100,000,000",26 Acres Of Land,"Asipa Village,ewekoro Off Lagos Abeokuta Expressway Ewekoro Ogun"
"₦ 5,000,000",Pig Farming Land,"Sagamu Road, Amemurire Orile, Near Showunmi Village Papalanto Ewekoro Ogun"
"₦ 1,500,000",Land for sale Abara Elele Etche Rivers,"Abara Elele, Etche, Rivers"
"₦ 2,000,000",Land for sale Elele Etche Rivers,"Elele, Etche, Rivers"
"₦ 2,000,000","Land for sale Elele, Etche Lga/ Lakefront Garden City Etche Rivers","Elele, Etche Lga, Lakefront Garden City, Etche, Rivers"
"₦ 700,000",500sqm Land for sale Harmony Haven Etche Rivers,"Harmony Haven, Etche, Rivers"
"₦ 420,000/sqm",300sqm Land for sale Harmony Haven Etche Rivers,"Harmony Haven, Etche, Rivers"
"₦ 1,500,000",Land for sale Opposite Nscdc Quaters Ilorin Kwara,Opposite Nscdc Quaters Ilorin Kwara
"₦ 1,000,000",Land for sale Very Close To Kwara State Polytechnic Ilorin Kwara,Very Close To Kwara State Polytechnic Ilorin Kwara
"₦ 1,000,000",Land for sale Jegba Rd Ilorin Kwara,Jegba Rd Ilorin Kwara
"₦ 1,500,000",Land for sale Jegba Road Ilorin Kwara,Jegba Road Ilorin Kwara
"₦ 1,000,000",Land for sale Close To University Of Illorin Teaching Hospital Ilorin Kwara,Close To University Of Illorin Teaching Hospital Ilorin Kwara
"₦ 2,000,000",Land for sale Opp Harvard Polytechnic Ilorin Kwara,Opp Harvard Polytechnic Ilorin Kwara
"₦ 2,000,000",Land for sale Ibrahim Taiwo Rd Ilorin Kwara,Ibrahim Taiwo Rd Ilorin Kwara
"₦ 125,000,000",4 Bedroom Fully Detached Duplex,Ajah Lekki Lagos
"₦ 1,500,000",Land for sale Behind Shao Town Ilorin Kwara,Behind Shao Town Ilorin Kwara
"₦ 1,500,000",Plots Of Land,Egbeku Community Along Eku Road Sapele Delta
"₦ 5,500,000",Plots Of Affordable Land,Beside Lubous Manufacturing Company Ogbaku Mbaitoli Imo
"₦ 20,000,000",1 Plot Of Land,Behind Ikenga Hotel Nsukka Enugu
"₦ 5,000,000/sqm",A Plot Of Land,Eziani Nsukka Enugu
"₦ 3,000,000",Land for sale 15mins Drive To Opobo Junction,"Obi Nwa, Abia"
"₦ 3,500,000",Plots Of Land,"Umuokereke Ngwa, Obi Nwa, Abia"
"₦ 6,000,000",Plots Of Affordable Land,"Ala Uzo Akilu Amos Umuwoma Village Amairilabuo Autonomous Community Obingwa, Obi Nwa, Abia"
"₦ 155,000,000",Poultry Farm With 1.34hcts Of Land For Sale In Kaduna,"Airport Road, Behind Deen Oil, Close To Nda Igabi Kaduna"
"₦ 78,000,000",House,Ilupeju Industrial Estate Ilupeju Lagos
"₦ 44,000,000",Luxury Serviced 1 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 85,000,000",1/2 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 175,000,000",1 Bedroom Apartment,Victoria Island Lagos
"₦ 260,000,000",Beautiful Luxury 1 Bedroom Apartment,Banana Island Road Ikoyi Banana Island Ikoyi Lagos
"₦ 80,000,000",Beautiful Serviced 1 Bedroom Apartment,Ikate Lekki Lagos
"₦ 65,000,000",Luxury Serviced 1 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 120,000,000",1 Bedroom Apartment,Phase 1 Lekki Lagos
"₦ 110,000,000",Exotic 1 Bedroom Beautiful Apartments+bq & Pool,Lekki Phase 1 Lekki Lagos
"₦ 75,000,000",Affordable 1 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 70,000,000",1 Bedroom Apartment,Chevron Lekki Lagos
"₦ 70,000,000",Stunning 1 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 45,000,000",1 Bedroom Beautiful Apartments With Pool,Ologolo Lekki Lagos
"₦ 150,000,000",1 Bedroom Apartment,Oniru Victoria Island Lagos
"₦ 75,000,000",2 Bedroom Semi Detached Home With Bq,Orchid Lekki Lagos
"₦ 155,000,000",Well Finished 2 Bedroom Apartment With Pool,2 Bedroom Apartment For Sale Ikate Lekki Lagos
"₦ 170,000,000",Serviced 2 Bedroom Apartment With Pool And Gym,Well Finished 2 Bedroom Apartment For Sale Ikate Lekki Lagos
"₦ 125,000,000",2 Bedroom Apartment,"11 13 Esther Oshiyemi Street, Ilupeju Industrial Estate Ilupeju Lagos"
"₦ 85,000,000",2 Bedroom Terraced Duplex,Ikota Lekki Lagos
"₦ 170,000,000",2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos
"₦ 80,000,000",Luxury Serviced 2 Bedroom Apartment,Idado Lekki Lagos
"₦ 90,000,000",Luxury & Serviced 2 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 120,000,000",Serviced 2 Bedroom Apartment,Ikate Lekki Lagos
"₦ 120,000,000",Beautiful Serviced 2 Bedroom Apartment,Ikate Lekki Lagos
"₦ 80,000,000",Beautiful Luxury Serviced 2 Bedroom Apartment,Ologolo Lekki Lagos
"₦ 140,000,000",Luxury Serviced 2 Bedroom Apartment,Ikate Lekki Lagos
"₦ 95,000,000",Serviced 2 Bedroom Apartment,Chevron Lekki Lagos
"₦ 60,000,000",2 Bedroom Apartment,Ikota Lekki Lagos
"₦ 105,000,000",6 Bedroom Fully Detached Duplex,Oworonshoki Gbagada Lagos
"₦ 200,000,000",Standard 4 Bedroom Duplex,Millenuim Ups Gbagada Lagos
"₦ 15,000,000",Mini Flat,Pedro Road Gbagada Phase 1 Gbagada Lagos
"₦ 150,000,000",Lovely 5bedroom Terrace Duplex,Millenuim Ups Gbagada Lagos
"₦ 180,000,000",A Wing Of 4 Bedroom Duplex + Mini Flat Bq,Phase 1 Gbagada Lagos
"₦ 165,000,000",3 Bedroom Detached Duplex + Bq,Gbagada Lagos
"₦ 100,000,000",Land,Ifako Gbagada Gbagada Lagos
"₦ 180,000,000",5 Bedroom Fully Detached Duplex,Soluyi Gbagada Lagos
"₦ 75,000,000",Plot Of Land,Phase 2 Gbagada Lagos
"₦ 2,500,000,000",4 Acres Of Land,Oworonshoki Gbagada Lagos
"₦ 300,000,000",5 Bedroom Semi Detached Duplex,Gbagada Lagos
"₦ 550,000,000",14 Blocks Of Flats,Ifako Gbagada Gbagada Lagos
"₦ 100,000,000",House,Gbagada Lagos
"₦ 80,000,000",Plot Of Land,Gbagada Lagos
"₦ 130,000,000",Land,Gbagada Lagos
"₦ 80,000,000",3 Bedroom Penthouse,Ifako Gbagada Lagos
"₦ 250,000,000",4 Bedroom Semi Detached Duplex,Gbagada Lagos
"₦ 450,000,000",Land,Gbagada Lagos
"₦ 90,000,000",3 Bedroom Semi Detached Duplex,Gbagada Lagos
"₦ 65,000,000",Block Of Flats,Thomas Osunde Street Igbogbo Ikorodu Lagos
"₦ 65,000,000",4 Bedroom Duplex,"Bamgbose Str,aga Ikorodu Ikorodu Lagos"
"₦ 40,000,000",2 Plots Of Land,"Aga Street,close To Alhaja Shine Shine House Ikorodu Ikorodu Lagos"
"₦ 6,500,000",Half Plot Of Land,"Alh Rauf Lateef Str, Olasco Bus Stop Igbogbo Ikorodu Lagos"
"₦ 7,500,000",Half Plot Of Land,"Alfa & Omega, Olumo Igbogbo Ikorodu Lagos"
"₦ 50,000,000",House,Maternity Igbogbo Ikorodu Lagos
"₦ 62,000,000",4 Bedroom Bungalow Flat With 3 Shops Infront,Ogijo Ikorodu Lagos
"₦ 12,000,000",2 Units Of 2 Bedroom Flat,Maya Estate Ikorodu Lagos
"₦ 180,000,000",Uncompleted 36 Bedroom Hotel,"Off Ijebu Ode Itoikin Express Road, Isiu Bus Stop Ikorodu Lagos"
"₦ 8,500,000",A Plot Of Land,Ijede Ikorodu Lagos
"₦ 2,000,000,000",Residential Estate,"Caleb University,inota Maya Ikorodu Lagos"
"₦ 50,000,000",Full Plot Of Land,Ebute Ogolonto Expressway Ebute Ikorodu Lagos
"₦ 80,000,000",Block Of Flats,Ebute Ikorodu Road Ikorodu Lagos
"₦ 650,000,000",Filling Station,Igbogbo Ikorodu Lagos
"₦ 60,000,000",Uncomplete Structure,Valley View Estate Ebute Ikorodu Lagos
"₦ 15,000,000",A Plot Of Land,"Federal Housing Estate, Igbogbo Igbogbo Ikorodu Lagos"
"₦ 6,500,000",2 Acres Of Land,"Mowowole, Oreta Igbogbo Ikorodu Lagos"
"₦ 2,500,000",Half Plot Of Residential Land,Reri Community Igbogbo Ikorodu Lagos
"₦ 120,000,000",4 Plots Of Land,Valley View Estate Ebute Ikorodu Lagos
"₦ 17,000,000",2 Bedroom Flat Fully Upgraded To Pop Ceiling,Prince Abiodun Adeleye Estate Igbogbo Ikorodu Lagos
"₦ 200,000,000",4 Bedroom Terraced Duplex,Obanikoro Estate Shomolu Lagos
"₦ 10,800,000",Mini Flat,Shomolu Lagos
"₦ 45,000,000",Plot Of Land,Shomolu Lagos
"₦ 130,000,000",Solid 2 Storey Building,Morocco Road Shomolu Lagos
"₦ 100,000,000",A Storey Building,Bariga Shomolu Lagos
"₦ 26,000,000",Mini Flat,Off Ikorodu Road Palmgroove Shomolu Lagos
"₦ 60,000,000",1 Storey Building,Bally Street Off Oguntolu Street Shomolu Lagos
"₦ 20,000,000",400sqm Land,Ikorodu Road Shomolu Lagos
"₦ 50,000,000",A Bungalow,Oloja Str. Shomolu Lagos
"₦ 140,000,000",Newly 4 Bedrm Terrace Duplex+bq+ Amenities,"Very Close To Obanikoro Bus Stop, Obanikoro Lagos Obanikoro Shomolu Lagos"
"₦ 135,000,000",Newly Big 4 Bedrm Maisonette + Amenities,"Very Close To Obanikoro Bus Stop, Obanikoro Lagos Obanikoro Shomolu Lagos"
"₦ 65,000,000",A Storey Building,Off Okesuna Street Shomolu Lagos
"₦ 4,000,000",Fantastic Modern Self Contain,Off Pedro Road Palmgroove Shomolu Lagos
"₦ 8,000,000",Newly Built Room Self Contained Apartment,Shomolu Lagos
"₦ 25,000,000",2 Bedroom Flat,Off Pedro Charlie Boy Gbagada Shomolu Lagos
"₦ 120,000,000",Block Of 4 Flats,Sunday Deji Shomolu Shomolu Lagos
"₦ 140,000,000",2 Storey Building,Morocco Road Fadeyi Shomolu Lagos
"₦ 1,300,000,000",Office Space,Obanikoro Shomolu Lagos
"₦ 350,000,000",2wings 4bedroom Semi Detached Duplex,Off Coker Road Ilupeju Coker Road Ilupeju Lagos
"₦ 165,000,000",4 Bedroom Terraced Duplex,Ilupeju Lagos
"₦ 900,000,000",Land,Palmgrove Ilupeju Lagos
"₦ 150,000,000",A Storey Building,Ilupeju Lagos
"₦ 79,000,000",1/2/3/4 Bedroom Apartment,Ilupeju Lagos
"₦ 3,500,000,000",A Developed Factory,Ilupeju Industrial Estate Ilupeju Lagos
"₦ 79,000,000",1 Bedroom Apartment,Ilupeju Lagos
"₦ 110,000,000",House Of 6 Units Of 2 Bedroom Apartments,Ilupeju Lagos
"₦ 520,000,000",Commercial Building On More Than 1000sqm Land,Ilupeju Ilupeju Lagos
"₦ 165,000,000",Executive 3 Bedroom Terraced Duplex,Ilupeju Estate Ilupeju Lagos
"₦ 3,500,000,000",Warehouse/factory,Ilupeju Industrial Estate Ilupeju Lagos
"₦ 360,000,000",Block Of Flats,Association Avenue Bye Pass Ilupeju Ilupeju Lagos
"₦ 184,950,000",3 Bedroom Maisonette,Ilupeju Lagos
"₦ 300,000,000",Detached 2 Storey Building On 650sqm,"Sura Mogaji Estate, Off Coker Road, Coker Road Ilupeju Lagos"
"₦ 300,000,000",7 Bedroom Fully Detached Duplex + 2 Bedroom Bq,Ilupeju Lagos
"₦ 550,000,000",Commercial Property,Town Planning Way Ilupeju Lagos
"₦ 1,200,000,000",A Wing Of Duplex,Ilupeju Lagos
"₦ 128,000,000",8 Plots Of Land,Badagry Lagos
"₦ 4,750,000",Land,Igbanko Town Aradagun Badagry Lagos
"₦ 450,000,000",3587sqm Land,Okoko Bus Stop Badagry Lagos
"₦ 42,000,000",4 Units Of 3 Bedroom Flat,Badagry Expressway Badagry Lagos
"₦ 80,000,000",Block Of Flats,Badagry Lagos
"₦ 12,000,000,000",50 Acres Of Land,Badagry Badagry Lagos
"₦ 75,000,000",Newly Built 3 Bedroom Terraced Duplex,Ojo Road Badagry Lagos
"₦ 170,000,000",Filling Station,Age Mowo Badagry Lagos
"₦ 80,000,000",Filling Station,Agbara Badagry Lagos
"₦ 30,000,000",Land,Ilashe Private Beach Resort/snake Island Off The Lagos Coast Along The Badagry Creek. Badagry Badagry Lagos
"₦ 125,000,000",19.5 Plots Of Land,Badagry Lagos
"₦ 2,700,000",Land,Doc Garden Whispering Palm Aradagun Badagry Lagos
"₦ 5,000,000,000",Filling Station,Oko Afo Badagry Lagos
"₦ 150,000,000",Land,Mowo Badagry Lagos
"₦ 4,300,000,000",9 Bedroom Detached Mansion With Bq,Around Ministers Hill Maitama Abuja
"₦ 2,000,000,000",1625 Sqm Of Land,Maitama Abuja
"₦ 4,500,000,000",A Full Mansion,Maitama Abuja
"₦ 850,000,000",Luxurious 6 Bedroom Detached Duplex,Maitama Abuja
"₦ 5,000,000,000",7 Bedroom Mansion With Bq Fully Detached Duplex,Main Maitama Abuja
"₦ 2,500,000,000",2100 Sqm Of Land,Maitama Abuja
"₦ 4,000,000,000",Tastefully Built 8 Bedrooms Fully Furnished Detached,Maitama Abuja
"₦ 250,000,000",Brand New 3 Bedroom Apartment,Maitama Abuja
"₦ 3,800,000,000",5 Units Of 5 Bedroom Terrace Duplex 1 Room Bq,Maitama Abuja
"₦ 1,900,000,000",Residential Land,Maitama Abuja
"₦ 1,300,000,000",1000sqm Of Land,Maitama Abuja
"₦ 3,500,000,000",3000 Sqm Commercial Land,Maitama Abuja
"₦ 2,000,000,000",6 Units Of 2 Bedroom Apartment,Maitama Abuja
"₦ 12,000,000,000",1.2ha Of Land,By Catholic Church Maitama Abuja
"₦ 3,000,000,000","2,059 Sqm Commercial Land",Maitama Abuja
"₦ 8,000,000,000",8 Bedroom Mansion,Diplomatic Zone Maitama Abuja
